order_id,client_ref,element_count,scale_factor,status,settled_batch,merkle_root,created_at
63240612,Raytheon_EW_Telemetry,450591,2.98,COMPLETED,2650,dd09901762ba24703f19fbeac9ee0cafd6eafe5d70642c90d8edd07af0c30790,2026-08-22T07:18:31.633714
9d90111c,Raytheon_EW_Telemetry,293127,1.98,COMPLETED,2650,8652d199a0865ba015cfc02f5e3ec84cc77cc9a0d3ed7f5c97719f7cd1cf50a1,2026-08-22T07:18:36.537788
e82c68d9,GeneralDynamics_Mesh,272133,3.23,COMPLETED,2650,aecfa49f1d7860972fe1eeffa141aafeaf6f96b6199135d65496b2efeed03446,2026-08-22T07:18:39.349085
902dca2c,Northrop_Sensor_Stream,373573,3.13,COMPLETED,2650,8a56580af7981bea9dc394d7be32a40f55a99e23e23627c69114a0ecd7fbd6c2,2026-08-22T07:18:44.105231
ac708c45,DARPA_Edge_Intake,719710,1.3,COMPLETED,2650,018f3e601249f68fe9138375256316cf7df2ab5114663dbd939746d9449851a0,2026-08-22T07:18:47.602914
1edd1fe3,Northrop_Sensor_Stream,647189,3.15,COMPLETED,2650,d7bd26a02836e81974892aeb54fd5d7796a278a495c4641ac83e0293e75e4876,2026-08-22T07:18:51.208974
816bf1d4,Lockheed_Aero_Div,410905,2.88,COMPLETED,2650,114a9364d05b9bad2d09a9c5a6152c7dbee6d057889d140a4deaba7de512a98b,2026-08-22T07:18:55.760621
dcce6cc6,DARPA_Edge_Intake,155461,2.49,COMPLETED,2650,c4b4521861612f5a3818ba6cdd33351944a474aa1dc844cd27e49e06a3da5afb,2026-08-22T07:19:01.701114
dfe9d413,Northrop_Sensor_Stream,656027,2.56,COMPLETED,2650,a30a2755dff83d6e9286842f1f1ab03a97b03df632cbfe6fc4f56f11b4dab154,2026-08-22T07:19:07.592399
d1eea3f9,Raytheon_EW_Telemetry,626168,3.25,COMPLETED,2650,07962acc12e1fa771e0be7d1ae87aee68c3b923681bc7a3f35b29a5fa96a284e,2026-08-22T07:19:11.081254
f55664d6,Lockheed_Aero_Div,387375,2.17,COMPLETED,2650,3745f63fdd40005bf71e0443ff6ea578f3586f56b42dc72a86a56e1c0bf6134b,2026-08-22T07:19:14.806304
5cf2bf29,Northrop_Sensor_Stream,345268,2.56,COMPLETED,2650,1e2d186349e8f0acb0612f5ed3a88c36e66b123d9984c28a4b0dbe4d9932b592,2026-08-22T07:19:17.703587
28072708,Raytheon_EW_Telemetry,592180,2.23,COMPLETED,2650,1a2650e9663322cbb48fe1520cd7c0c6209045802b6431b78099c782c13a6f6a,2026-08-22T07:19:21.277988
210a44de,Lockheed_Aero_Div,187923,1.87,COMPLETED,2650,aed664b28dcda79ba108cbeee8e4655be7e0ce0dd07d846d153f03b560df1351,2026-08-22T07:19:26.664954
b59e1152,Northrop_Sensor_Stream,616617,2.93,COMPLETED,2650,1dc1abe0564e0385f94c9608c1ebcb33b6d72c21076c3b862249893f4e69b31e,2026-08-22T07:19:29.389808
8de15d01,DARPA_Edge_Intake,692042,2.38,COMPLETED,2650,4100330170b09cf6a642a924fbd4eeca5592e9dc24b455fc765c2027c852d3bf,2026-08-22T07:19:33.168002
1275fcb4,Lockheed_Aero_Div,156584,2.08,COMPLETED,2650,dee6d5968d8799eb488c77d3c1085428376edc64c5c1a2f16d97123a1051aecf,2026-08-22T07:19:37.772506
c9473fc7,Northrop_Sensor_Stream,405989,2.06,COMPLETED,2650,479988fb6ff12613e3dc37f8bdfe4080319243c2dfe589b33ecb565a4eb953b5,2026-08-22T07:19:41.607178
51388182,DARPA_Edge_Intake,604442,2.11,COMPLETED,2650,5d52d6e8627babb3a746ebd7c7a530872a9fb0c2d27512455ee6ce809f1e7b4b,2026-08-22T07:19:44.766917
c72075f6,GeneralDynamics_Mesh,715772,2.52,COMPLETED,2650,44269560252bcd29a78a2772b60b296134b1c19056f81ea03e4ff6380c52d5c4,2026-08-22T07:19:49.226340
6d7d81c2,Lockheed_Aero_Div,512505,1.97,COMPLETED,2650,da2a27280258a0eef508888acd6d5ac85f053ca3a1f2a5ee46fbfdec9abf4176,2026-08-22T07:19:53.367254
8ec55c63,Lockheed_Aero_Div,580327,1.28,COMPLETED,2650,b519d10935b901e8e14f63f6a31261bedadaf02cb96884723cbcf1a1fa2ab69c,2026-08-22T07:19:58.128512
7aa70af2,Raytheon_EW_Telemetry,334530,2.22,COMPLETED,2650,2d5cc3667ffb8ff9b0fea17e733b5d85f15b1826ec0d0024e388f67fb0c519eb,2026-08-22T07:20:01.063703
e28edd76,Mobile_Field_Intake_01,300000,2.0,COMPLETED,2650,8cdba3ba525315365edd9fc1f0645047425b1534392760964357f85e7f4fa7e3,2026-08-22T07:22:41.336526
61eaf686,GeneralDynamics_Mesh,262489,1.85,COMPLETED,2650,37c7b67169dff734502139f0cae39081eead17ba3fbe1a24c5a69ba278961329,2026-08-22T07:27:03.154917
3ef646fb,Northrop_Sensor_Stream,268657,2.09,COMPLETED,2650,9bfb863d40119e9ee449da819546d0f997fdfb01e7ec1d25f91cd03c1c8a3414,2026-08-22T07:27:06.501990
96e2c474,Northrop_Sensor_Stream,670930,3.8,COMPLETED,2650,3bc03820dd276c64b9e12cf0f1c794ac498e3b66bef7e4b6b20e0885198946bf,2026-08-22T07:27:09.900237
56712e77,Lockheed_Aero_Div,356505,1.28,COMPLETED,2650,309ee7e85b59c73404a708edad0570b9e318b1aff64ea90580a9a8b3bcff6bb9,2026-08-22T07:27:13.850224
c0454e2d,Northrop_Sensor_Stream,540315,3.31,COMPLETED,2650,81860a4ac442050243aa15a3e29b3c05d5af043b94d9519e9b2ceac3ccdd6725,2026-08-22T07:27:18.461846
a7c139f6,GeneralDynamics_Mesh,719676,3.44,COMPLETED,2650,3131c8266d408a407570c560fd9d35fb3cc59db67ef9fbced8c5ffad9ab81780,2026-08-22T07:27:23.930950
9de28c09,Lockheed_Aero_Div,270852,2.39,COMPLETED,2650,1b2253581d53db7c769ffe80ac81c10e4f6572c084cfd8b49c6ecabb6bf3cdd0,2026-08-22T07:27:28.121250
f8e6e01c,Raytheon_EW_Telemetry,711027,3.17,COMPLETED,2650,c734b426317de3a999bc71330dc66252dda522d92d18e36e78753065ce09f63c,2026-08-22T07:27:31.102343
0000c657,GeneralDynamics_Mesh,726647,3.68,COMPLETED,2650,969e1fd731873abd53fe289d0b2f425e0ff0b94a9ac8d8a8fbbf9bc5ebbc148b,2026-08-22T07:27:33.910733
a3cc27ef,GeneralDynamics_Mesh,406376,2.46,COMPLETED,2650,e3b4615847eb997a5d8a75aa144c22c9042a8e6815d984c8c1019d77134ce315,2026-08-22T07:27:37.920958
bd54e513,GeneralDynamics_Mesh,749092,2.03,COMPLETED,2650,c92cf8fef826b52a8787cbf7267085dfd905e48857dbefa7a4ecf53bab1eb822,2026-08-22T07:27:40.650687
99e08f6a,GeneralDynamics_Mesh,327051,3.06,COMPLETED,2650,a6b14a05971804e686b9498c18b5945a793bb2d878a0825c438510e6ddbf73b5,2026-08-22T07:27:46.542648
3d4a6310,Lockheed_Aero_Div,332621,2.61,COMPLETED,2650,ec966aaa11fd559bfc133c68a94206a72a525250a7c2f468ea858f345849a46e,2026-08-22T07:27:50.353967
0ffac4e9,GeneralDynamics_Mesh,234508,3.12,COMPLETED,2650,15412e0dc866cdeb66a854b53328bd3fdd9fc3a2adb1062d4aba6d984f4c4953,2026-08-22T07:27:55.735850
d5234455,GeneralDynamics_Mesh,700379,1.84,COMPLETED,2650,d6f9ea0fb20862cf9b6595ee0703955035d9839a2145feb5c1cdf38742df1a30,2026-08-22T07:28:01.620867
0938ec68,GeneralDynamics_Mesh,259888,2.53,COMPLETED,2650,05fd4d632a292004f010c1dfd29761026e6150ad58ba9c7c7bb19ae38a161d5b,2026-08-22T07:28:06.872010
6f05f19d,GeneralDynamics_Mesh,435569,3.75,COMPLETED,2650,4354f92d1a64c84526429e7c07d46d4b3318ef3a3f6144d31afeacdb99e3fc5f,2026-08-22T07:28:10.756213
eae0808d,Raytheon_EW_Telemetry,249949,1.45,COMPLETED,2650,6f08a25a141c7da8f6a965986b5dfc3605330c4a5908f7f612d02ad38992ef34,2026-08-22T07:28:15.296726
c45ca933,GeneralDynamics_Mesh,180284,3.72,COMPLETED,2650,b27c538c91c42b7d23db9317b680836c7dbc6b15c074040bfb658d72022d021a,2026-08-22T07:28:21.203899
ba3039d8,Raytheon_EW_Telemetry,643159,2.08,COMPLETED,2650,753fadfcc2eb50265b10bfd826aa085fa881257a367b7dde7e03bbedc153d7e4,2026-08-22T07:28:26.428341
1ae1d064,DARPA_Edge_Intake,208418,3.2,COMPLETED,2650,e424f2e07dded896b9027bd6968cd188a609a3a85f8b25d78d5ec40243480f98,2026-08-22T07:28:30.619292
3080285f,Lockheed_Aero_Div,613762,1.67,COMPLETED,2650,d047de5f862f3ecc7779c605d94528b1e60a8fbe680eb74dfa6ce2b88d90764d,2026-08-22T07:28:34.354718
c330adda,Northrop_Sensor_Stream,485530,2.98,COMPLETED,2650,555b34440fa754e0f6d76268060ca0a8fe1123bc8ede127c483e542a0d924863,2026-08-22T07:28:38.657252
75c45c09,GeneralDynamics_Mesh,400401,3.42,COMPLETED,2650,0779e70f48cebd573a0fb87e360346e1224867b8c45a2e70eb18d4fd8775d007,2026-08-22T07:28:42.531394
7f81dc79,Northrop_Sensor_Stream,253018,2.16,COMPLETED,2650,afbf2c9ab194a653946bea008f09bcc1921868deb9ca70ae990c50b70c1c5038,2026-08-22T07:28:48.435546
8aa540bd,Raytheon_EW_Telemetry,164929,1.31,COMPLETED,2650,405bd9fae833e2b902ad44e1ab01a89f7b524f709786710665f9716a49a4d0f9,2026-08-22T07:28:54.092015
b7c2f7b2,DARPA_Edge_Intake,579427,1.27,COMPLETED,2650,eba430044fb8179f29c185b95e9fc1450a4a29265ab63cec4c8b658d99c95c9e,2026-08-22T07:28:57.093076
2f9f7811,DARPA_Edge_Intake,662858,1.38,COMPLETED,2650,9d363ed6352a38c72f9fe813ece50fdbf6eb665d3866fa2ac07a598a701f0129,2026-08-22T07:29:00.483415
66316f16,Lockheed_Aero_Div,250124,3.32,COMPLETED,2650,4e694aac9dbefb0106db5d042351391d5fae7f4202368a85d5db6b9a2e2ecfa9,2026-08-22T07:29:04.298752
b3be2630,Lockheed_Aero_Div,512141,3.72,COMPLETED,2650,6e2a4e4a9ee0168356d339c11da38bec5e0cbd23cf1966d1f2dce91e5f66e3af,2026-08-22T07:29:09.670168
bf079ca5,Northrop_Sensor_Stream,748489,1.27,COMPLETED,2650,92655d6c7c60721f4e67338a46155fc29d8c30eb6a11615b2ce86a74f7df29d7,2026-08-22T07:29:13.605242
cf651d65,Lockheed_Aero_Div,351488,2.02,COMPLETED,2650,fe3e277bff004fcb1a9a61ccd3a7edbcd61b8eef0b06161daf72b7032abfcf4f,2026-08-22T07:29:17.434845
63ec7dc8,DARPA_Edge_Intake,619809,1.4,COMPLETED,2650,0dbd06fdf436b96a62add95e5c3d25102b4b05b7acfc9ccca1aeb7e2e3149882,2026-08-22T07:29:23.072654
17f1b845,Raytheon_EW_Telemetry,222780,3.05,COMPLETED,2650,9c4af5fddaacc21b3ad4c1a3ec72a6c84c522569f2bb81e8d9b4aa08ad8c3830,2026-08-22T07:29:28.962628
07a6e6cf,Raytheon_EW_Telemetry,433726,1.72,COMPLETED,2650,2bb972acb17b3431ffca3dc5afd4051ea56aeb24c275031acbacd642bb8e855c,2026-08-22T07:29:33.945220
f6c3692e,Raytheon_EW_Telemetry,612557,1.31,COMPLETED,2650,69bd081f0b1c9cd2a6a949dae74537f669d9c23a415b89154bfa63e748a40399,2026-08-22T07:29:39.432366
32d988cf,DARPA_Edge_Intake,347598,2.61,COMPLETED,2650,b7febb7c6f8165bdaca9b72f2cde5450d82a991f8780626893d752d1c46d7d4a,2026-08-22T07:29:43.610338
a58754c6,DARPA_Edge_Intake,362371,1.55,COMPLETED,2650,0d239a7fc7c0ea14719a484cccc90f79eed24f733bb1ca0ab81959789f2d8202,2026-08-22T07:29:47.713439
984fa14d,Lockheed_Aero_Div,265534,2.99,COMPLETED,2650,0fd72cca709eb8a8bf2cc379f8ca7673c944973416dbdd41abfffb0f24054fbe,2026-08-22T07:29:53.035785
6d8e7365,DARPA_Edge_Intake,185446,3.57,COMPLETED,2650,6180decf35bc696d171f9c4950d710c40906800754bba801f22f452206380c36,2026-08-22T07:29:57.549681
b4ca44ea,DARPA_Edge_Intake,491873,3.49,COMPLETED,2650,6a86a7b529d9d58d8a05c37cd1049f2dd2e332946d41c260acb560d3c076a0c3,2026-08-22T07:30:02.492586
bd22b7f7,Northrop_Sensor_Stream,277179,2.83,COMPLETED,2650,c3ece0fd48c6069875f8fea1dd012bbd8e9cc7f0c9742950ccdb9e9d12343eda,2026-08-22T07:30:07.746043
6542a95c,Northrop_Sensor_Stream,605084,2.31,COMPLETED,2650,73f6d008f82cbec7f2f53e022bfc29776d0e4455987035050acd5e866b125f21,2026-08-22T07:30:13.413978
d2bc16cc,Raytheon_EW_Telemetry,302723,2.14,COMPLETED,2650,421f15cf6e5c07ce63e8b3db09b957b6da5a76818ac47ea4237e8b63465df13b,2026-08-22T07:30:16.710458
a3ecf2d5,Raytheon_EW_Telemetry,548906,2.47,COMPLETED,2650,02687460ebb72ce4308d58e318894e60a7d5d70a71899b55a829bd352a2fa723,2026-08-22T07:30:20.603145
24c312fb,Northrop_Sensor_Stream,534359,1.67,COMPLETED,2650,a6b5569bfeb40953195e53579aa9816a0ace0f927b6aabc28f69dd8b02ff6dfc,2026-08-22T07:30:24.633525
c166a3c8,DARPA_Edge_Intake,204273,2.83,COMPLETED,2650,34f488076804cd1180aa321b2a593ae45de9cd5a8b760a8002c7a3de1aa1690a,2026-08-22T07:30:30.382150
cc10b186,Lockheed_Aero_Div,492927,2.59,COMPLETED,2650,12de89caf7d4b94511097f8921aa874ffcd7c230f5a26d4f573920238f1a4bd8,2026-08-22T07:30:33.798652
1a59918e,GeneralDynamics_Mesh,276315,2.96,COMPLETED,2650,0495b291c2e46759277e9e265c63b882c7d13f45ed2a79c6ca6ad18bb58838ea,2026-08-22T07:30:38.846435
d606c1e3,Raytheon_EW_Telemetry,407329,3.78,COMPLETED,2650,09496d67d7476e4ab37b7056f95b18dd1821ab8496c28ce043020c9189cda953,2026-08-22T07:30:41.522639
0181cd9d,GeneralDynamics_Mesh,314705,2.57,COMPLETED,2650,3f3ca367e7ed37422a756862aeb3edfce282a6dad6091d65f3873570a678d1d7,2026-08-22T07:30:46.646987
d0590c95,DARPA_Edge_Intake,742606,3.42,COMPLETED,2650,2f19318e43e1c472dddb523eb07f0164525e705c49a8d7e250b9f97da0368f7b,2026-08-22T07:30:52.021681
856df3e3,GeneralDynamics_Mesh,270713,2.01,COMPLETED,2650,0efd9ba68a0fd8a02b7efc5e00c2da24cccfc3e32ce88e2078dccc292d161cd7,2026-08-22T07:30:56.320363
5bcf8f0f,Northrop_Sensor_Stream,162402,2.97,COMPLETED,2650,3d875966ad000f5af49bd1ca0d07243db09027b9df83bd0fd159df601fc3adf9,2026-08-22T07:31:00.918705
6a4a8f0c,DARPA_Edge_Intake,731289,2.6,COMPLETED,2650,708451f85d7a43c7bfe2fc74d8c0905c161b8babbca374014c0c7031314e2c9f,2026-08-22T07:31:05.147675
4f6a8932,Northrop_Sensor_Stream,693574,3.25,COMPLETED,2650,613b749e027586b0341f9d99b267d73dab7b26467fc6b013820585d48b446997,2026-08-22T07:31:11.089640
a72a016b,Raytheon_EW_Telemetry,265550,2.25,COMPLETED,2650,e64037861d05157b04ba36365a31abff4a350f77bcedda9df3fe6eeec41028aa,2026-08-22T07:31:15.241352
fcb70c72,Lockheed_Aero_Div,286669,3.26,COMPLETED,2650,0e1e14dddfe96976e71b4c8671d8b4a8caa5ac228ed796e37ef471d10e5496ac,2026-08-22T07:31:18.234078
29d40481,GeneralDynamics_Mesh,183863,2.9,COMPLETED,2650,12352125aed08bd4aa9cd9541b981275800a0712878f5b6fc110f0c0f3806148,2026-08-22T07:31:23.444449
